type,slug,total,grade,seo,aeo,geo,R-SEO-01,R-SEO-02,R-SEO-03,R-SEO-04,R-SEO-05,R-SEO-06,R-SEO-07,R-SEO-08,R-AEO-01,R-AEO-02,R-AEO-03,R-AEO-04,R-AEO-05,R-AEO-06,R-AEO-07,R-GEO-01,R-GEO-02,R-GEO-03,R-GEO-04,R-GEO-05,R-GEO-06,R-GEO-07
insights,web-crawling-guide-for-non-developers,90.3,A,100,82.4,87.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS
insights,what-is-click-through-attribution,85,A,93.8,77.5,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS
insights,what-is-oauth2-beginner-guide,86.3,A,93.8,85,80,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS
insights,why-markdown-matters-in-ai-era,92.1,A,100,82.4,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
insights,youtube-ypp-2027-threshold-change,92,A,100,85,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
insights,zai-open-weight-strategy,91.5,A,100,77.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,zero-click-marketing-strategy,93.3,A,100,77.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,ad-fraud-response,97.8,A,100,92.5,100,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,app-campaign-and-apple-ads,92,A,100,85,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,app-store-and-play-store,89.5,A,89.3,77.5,100,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,app-types-for-marketers,80.5,A,82.1,85,75,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PARTIAL,PARTIAL,PASS,PASS
classes,aso-in-practice,93.8,A,100,85,95,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,average-order-value,83.5,A,89.3,92.5,70,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS
classes,chart-boosting-strategy,96.5,A,100,100,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
classes,claude-code-installation-basics,83.4,A,92.9,61.8,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,N/A,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
classes,claude-code-memory,90.9,A,92.9,92.5,87.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,claude-code-plan-mode,81.7,A,92.9,67.6,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS
classes,claude-code-plans-and-limits,84.9,A,82.1,79.4,92.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
classes,claude-cowork-overview,91.4,A,92.9,85.3,95,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,claude-document-workflow,88.8,A,92.9,91.2,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,claude-for-educators,79.1,B,92.9,61.8,80,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,N/A,PASS,PARTIAL,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,claude-for-marketers,82.4,A,100,67.6,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,claude-model-family,91.1,A,82.1,91.2,100,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,claude-plans-comparison,94,A,92.9,100,90,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
classes,claude-vs-other-llms,92.9,A,100,85,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
classes,cohort-analysis,89.8,A,100,77.5,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
classes,context-window-explained,83,A,89.3,67.6,90,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
classes,conversion-event-design,96.5,A,100,100,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,correlation-and-regression,93.9,A,100,91.2,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,customer-journey,79.6,B,89.3,100,52.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,FAIL,PARTIAL,PASS,FAIL,FAIL,PASS,PASS
classes,customer-persona,81.4,A,89.3,91.2,65,PARTIAL,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,FAIL,PARTIAL,PASS,PASS
classes,deeplink-in-practice,93.8,A,100,85,95,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,featured-and-bridge-page,90.8,A,100,92.5,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS
classes,four-ds-of-ai-fluency,94.5,A,89.3,100,95,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,growth-stage-campaign-strategy,94.8,A,100,100,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,how-to-check-indexing-status,89.4,A,100,79.4,87.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
classes,marketing-mix-4p,77.8,B,89.3,85,60,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS
classes,mean-and-median,95.6,A,100,91.2,95,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,meta-advantage-app-campaigns,92,A,100,85,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,owned-earned-paid-media,78.6,B,89.3,85,62.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS,FAIL,PASS,PASS
classes,prompt-engineering-basics,89.5,A,100,91.2,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,push-notification-operations,100,A,100,100,100,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,referral-and-share-design,94.8,A,100,100,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,responsible-ai-use,90.4,A,100,91.2,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PARTIAL
classes,seo-vs-sem,87.9,A,89.3,92.5,82.5,PARTIAL,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PARTIAL,PASS,PASS
classes,session-event-user,92.1,A,100,91.2,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,slash-commands-explained,91.8,A,92.9,92.5,90,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,standard-deviation,82.3,A,82.1,91.2,75,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,stp-strategy,81.8,A,89.3,92.5,65,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,swot-analysis,92.5,A,100,92.5,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,tableau-and-looker-studio,90.8,A,100,92.5,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS
classes,target-cpi-calculation,96,A,100,92.5,95,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-are-artifacts,80.1,A,92.9,80,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,FAIL,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,what-are-claude-projects,79.4,B,92.9,77.5,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,FAIL,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,what-are-claude-skills,81.6,A,92.9,85,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PARTIAL,FAIL,PASS,PASS,PASS
classes,what-are-hooks,85.2,A,92.9,82.4,80,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,N/A,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS
classes,what-are-subagents,87,A,92.9,100,70,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PARTIAL,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,what-is-aarrr,90.3,A,78.6,92.5,100,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-ab-test,79.5,B,89.3,85,65,PARTIAL,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,PARTIAL,PASS,PASS
classes,what-is-active-user,94.3,A,100,92.5,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-aeo,87.6,A,78.6,92.5,92.5,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
classes,what-is-anthropic,85.9,A,82.1,100,77.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,what-is-api,90.4,A,100,82.5,87.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,what-is-app-marketing,92.5,A,100,92.5,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS
classes,what-is-aso,85.1,A,89.3,77.5,87.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-attribute,88,A,100,77.5,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-attribution,97.4,A,100,91.2,100,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-authentication,81,A,100,77.5,65,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,what-is-bigquery,92,A,100,85,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
classes,what-is-bom,92.1,A,100,100,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,what-is-branding,83.1,A,89.3,91.2,70,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS
classes,what-is-cac,92.8,A,89.3,100,90,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-canonical-url,86.7,A,82.1,91.2,87.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-claude-code,83.5,A,78.6,87.5,85,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS
classes,what-is-claude,92,A,82.1,100,95,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-conversion,90.1,A,89.3,91.2,90,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-cookie,92.9,A,100,85,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
classes,what-is-core-web-vitals,97.8,A,100,92.5,100,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-cpa,89.3,A,89.3,100,80,PARTIAL,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-cpc,96.3,A,89.3,100,100,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-cpi,88.5,A,100,85,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS
classes,what-is-cpm,90.8,A,100,92.5,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-css,82.6,A,92.9,88.2,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,N/A,PARTIAL,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS
classes,what-is-ctr,92.5,A,100,92.5,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-cvr,86.8,A,78.6,92.5,90,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-dashboard,84.3,A,92.9,85,75,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,FAIL,PARTIAL,PASS,PASS
classes,what-is-data-analysis,92.1,A,100,91.2,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-data-literacy,84.9,A,89.3,91.2,75,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-database,74.7,B,92.9,73.5,57.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PARTIAL,PASS,PARTIAL,FAIL,PASS,PASS,PASS,N/A,FAIL,FAIL,PARTIAL,PASS,PASS,PASS,PASS
classes,what-is-debugging,72.6,B,89.3,65,62.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,FAIL,FAIL,PARTIAL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-deeplink,85.7,A,89.3,91.2,77.5,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PARTIAL,FAIL,PASS,PASS
classes,what-is-deployment,80.1,A,100,77.5,62.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-digital-marketing,85.7,A,89.3,91.2,77.5,PARTIAL,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-dom,91.6,A,100,92.5,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,what-is-domain-and-selfhosting,86.5,A,92.9,92.5,75,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-element,87,A,92.9,91.2,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,what-is-env-variables,92.1,A,100,100,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PARTIAL,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-etl,89,A,100,92.5,75,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-extended-thinking,93.7,A,82.1,100,100,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-frontend-backend,87.8,A,100,100,65,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PARTIAL,FAIL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-funnel,89.5,A,100,100,70,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-ga4,90.3,A,100,85,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,what-is-geo,95.1,A,100,92.5,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
classes,what-is-git,81.7,A,92.9,82.4,70,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,N/A,PARTIAL,PASS,FAIL,PARTIAL,PASS,PASS,PASS
classes,what-is-growth-hacking,85.1,A,100,91.2,65,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,PARTIAL,FAIL,PASS,PASS
classes,what-is-gtm,84.1,A,78.6,92.5,82.5,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-hallucination,90.5,A,92.9,85.3,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
classes,what-is-html,83.5,A,92.9,79.4,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,what-is-indexing,93,A,100,91.2,87.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-internal-link,86.2,A,85.7,91.2,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PASS
