route,status,source_file,source_title_or_term,source_metaTitle,source_ogTitle,source_excerpt_or_definition,source_metaDescription,source_ogDescription,h1,h1_hidden,html_title,og_title,twitter_title,meta_description,og_description,twitter_description,robots,og_image,structured_names,build_title,live_title,build_live_diff,core_different,brand_duplicate,priority,proposed_h1,proposed_html_title,proposed_og_title,proposed_twitter_title,proposal
"/class/claude-fundamentals/responsible-ai-use","200","content/classes/responsible-ai-use.md","책임감 있는 AI 사용 익히기","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","","AI를 일에 쓸 때 사실 검증, 개인정보 보호, 법적 책임, 편향 점검을 본인이 책임지는 태도와 절차를 말합니다. AI는 도구이고, 그 결과의 책임은 사용자에게 있습니다.","책임감 있는 AI 사용은 사실 검증, 개인정보 보호, 법적 책임, 편향 점검을 사용자가 책임지는 태도와 절차입니다. 업무에 적용하는 점검 기준을 정리했습니다.","","책임감 있는 AI 사용 익히기","false","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준 | 준이아빠블로그","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","책임감 있는 AI 사용은 사실 검증, 개인정보 보호, 법적 책임, 편향 점검을 사용자가 책임지는 태도와 절차입니다. 업무에 적용하는 점검 기준을 정리했습니다.","책임감 있는 AI 사용은 사실 검증, 개인정보 보호, 법적 책임, 편향 점검을 사용자가 책임지는 태도와 절차입니다. 업무에 적용하는 점검 기준을 정리했습니다.","책임감 있는 AI 사용은 사실 검증, 개인정보 보호, 법적 책임, 편향 점검을 사용자가 책임지는 태도와 절차입니다. 업무에 적용하는 점검 기준을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/responsible-ai-use.png","Article: 책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준 / DefinedTerm: 책임감 있는 AI 사용 익히기","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준 | 준이아빠블로그","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준 | 준이아빠블로그","","true","false","P2","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준 | 준이아빠블로그","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","책임감 있는 AI 사용법: 사실 검증과 개인정보 보호 기준","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-fundamentals/what-is-anthropic","200","content/classes/what-is-anthropic.md","초보자를 위한 Anthropic (앤트로픽) 이해하기","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","","미국 샌프란시스코에 본사를 둔 AI 안전 연구 회사로, AI 어시스턴트 Claude를 만든 곳입니다. 일반 영리법인이 아닌 Public Benefit Corporation 형태로 운영됩니다.","앤트로픽은 AI 챗봇 클로드(Claude)를 만든 미국 AI 회사입니다. 회사 이름의 뜻, 창업 배경, OpenAI와의 관계, 주요 제품과 안전 중심 철학까지 처 음 듣는 분도 이해할 수 있게 정리했습니다.","","초보자를 위한 Anthropic (앤트로픽) 이해하기","false","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리 | 준이아빠블로그","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","앤트로픽은 AI 챗봇 클로드(Claude)를 만든 미국 AI 회사입니다. 회사 이름의 뜻, 창업 배경, OpenAI와의 관계, 주요 제품과 안전 중심 철학까지 처 음 듣는 분도 이해할 수 있게 정리했습니다.","앤트로픽은 AI 챗봇 클로드(Claude)를 만든 미국 AI 회사입니다. 회사 이름의 뜻, 창업 배경, OpenAI와의 관계, 주요 제품과 안전 중심 철학까지 처 음 듣는 분도 이해할 수 있게 정리했습니다.","앤트로픽은 AI 챗봇 클로드(Claude)를 만든 미국 AI 회사입니다. 회사 이름의 뜻, 창업 배경, OpenAI와의 관계, 주요 제품과 안전 중심 철학까지 처 음 듣는 분도 이해할 수 있게 정리했습니다.","","https://www.digitalmarketer.co.kr/og/what-is-anthropic.png","Article: 앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리 / DefinedTerm: 초보자를 위한 Anthropic (앤트로픽) 이해하기","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리 | 준이아빠블로그","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리 | 준이아빠블로그","","true","false","P2","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리 | 준이아빠블로그","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","앤트로픽(Anthropic) 뜻: 클로드 만든 회사 정리","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-fundamentals/what-is-claude","200","content/classes/what-is-claude.md","입문자를 위한 Claude (앤트로픽 AI 어시스턴트) 이해하기","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","","앤트로픽이 만든 AI 어시스턴트로, 한국어 대화부터 글쓰기, 코드 작성, PDF, 이미지, 표 분석까지 한 화면에서 처리합니다.","클로드 처음 쓰는 입문자를 위한 가이드입니다. Anthropic이 만든 AI 어시스턴트 Claude의 정체, ChatGPT, Gemini와의 차이, 마케터, 디자이너, 개발자 직무별 활용법을 정리했습니다.","","입문자를 위한 Claude (앤트로픽 AI 어시스턴트) 이해하기","false","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드 | 준이아빠블로그","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","클로드 처음 쓰는 입문자를 위한 가이드입니다. Anthropic이 만든 AI 어시스턴트 Claude의 정체, ChatGPT, Gemini와의 차이, 마케터, 디자이너, 개발자 직무별 활용법을 정리했습니다.","클로드 처음 쓰는 입문자를 위한 가이드입니다. Anthropic이 만든 AI 어시스턴트 Claude의 정체, ChatGPT, Gemini와의 차이, 마케터, 디자이너, 개발자 직무별 활용법을 정리했습니다.","클로드 처음 쓰는 입문자를 위한 가이드입니다. Anthropic이 만든 AI 어시스턴트 Claude의 정체, ChatGPT, Gemini와의 차이, 마케터, 디자이너, 개발자 직무별 활용법을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/what-is-claude.png","Article: Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드 / DefinedTerm: 입문자를 위한 Claude (앤트로픽 AI 어시스턴트) 이해하기","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드 | 준이아빠블로그","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드 | 준이아빠블로그","","true","false","P2","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드 | 준이아빠블로그","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","Claude 입문 | 앤트로픽 AI 어시스턴트, 초보자 첫걸음 가이드","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-fundamentals/what-is-hallucination","200","content/classes/what-is-hallucination.md","환각 (Hallucination) 알아보기","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","","AI가 사실이 아닌 내용을 사실처럼 자신 있게 만들어내는 현상입니다. 출처가 없는 통계, 존재하지 않는 논문 인용, 실제 인물을 둘러싼 거짓 일화가 대표적인 예입니다.","AI 할루시네이션(환각)은 인공지능이 사실이 아닌 내용을 그럴듯하게 지어내는 현상입니다. 발생 원인, 실제 사례, 업무에서 피해를 줄이는 확인 방법까지 정리했습니다.","","환각 (Hallucination) 알아보기","false","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법 | 준이아빠블로그","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","AI 할루시네이션(환각)은 인공지능이 사실이 아닌 내용을 그럴듯하게 지어내는 현상입니다. 발생 원인, 실제 사례, 업무에서 피해를 줄이는 확인 방법까지 정리했습니다.","AI 할루시네이션(환각)은 인공지능이 사실이 아닌 내용을 그럴듯하게 지어내는 현상입니다. 발생 원인, 실제 사례, 업무에서 피해를 줄이는 확인 방법까지 정리했습니다.","AI 할루시네이션(환각)은 인공지능이 사실이 아닌 내용을 그럴듯하게 지어내는 현상입니다. 발생 원인, 실제 사례, 업무에서 피해를 줄이는 확인 방법까지 정리했습니다.","","https://www.digitalmarketer.co.kr/og/what-is-hallucination.png","Article: 할루시네이션 뜻: AI 환각이 생기는 이유와 확인법 / DefinedTerm: 환각 (Hallucination) 알아보기","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법 | 준이아빠블로그","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법 | 준이아빠블로그","","true","false","P2","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법 | 준이아빠블로그","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","할루시네이션 뜻: AI 환각이 생기는 이유와 확인법","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-fundamentals/what-is-sycophancy","200","content/classes/what-is-sycophancy.md","모델 아부 (Sycophancy) 알아보기","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","","AI가 사용자의 의견, 감정에 맞춰 사실보다 동의를 선택하는 경향을 말합니다. 사용자가 틀린 답을 주장해도 ""맞다""고 동의하거나, 칭찬, 비판에 답이 흔들리는 현상이 대표적인 예입니다.","시코판시(Sycophancy)는 AI가 사실보다 사용자의 의견에 맞춰 동의를 선택하는 경향입니다. 나타나는 상황과 결과를 검증할 때 주의할 점을 정리했습니다.","","모델 아부 (Sycophancy) 알아보기","false","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유 | 준이아빠블로그","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","시코판시(Sycophancy)는 AI가 사실보다 사용자의 의견에 맞춰 동의를 선택하는 경향입니다. 나타나는 상황과 결과를 검증할 때 주의할 점을 정리했습니다.","시코판시(Sycophancy)는 AI가 사실보다 사용자의 의견에 맞춰 동의를 선택하는 경향입니다. 나타나는 상황과 결과를 검증할 때 주의할 점을 정리했습니다.","시코판시(Sycophancy)는 AI가 사실보다 사용자의 의견에 맞춰 동의를 선택하는 경향입니다. 나타나는 상황과 결과를 검증할 때 주의할 점을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/what-is-sycophancy.png","Article: AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유 / DefinedTerm: 모델 아부 (Sycophancy) 알아보기","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유 | 준이아빠블로그","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유 | 준이아빠블로그","","true","false","P2","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유 | 준이아빠블로그","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","AI 아부(Sycophancy) 뜻: 모델이 동의만 하는 이유","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/claude-cowork-overview","200","content/classes/claude-cowork-overview.md","Claude Cowork (작업 자동화, Dispatch) 활용하기","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","","Claude가 사용자의 데스크톱에서 직접 앱을 열고, 스프레드시트를 채우고, 브라우저를 탐색해 완성된 결과물을 돌려주는 작업 자동화 도구입니다. ""Hand off a task, get a polished deliverable""이 공식 슬로건입니다.","클로드 코워크는 파일 정리, 문서 작성 같은 사무 작업을 AI에게 맡기는 앤트로픽의 데스크톱 기능입니다. 클로드 코드와의 차이, 대표 활용 시나리오, 시작 방법을 정리했습니다.","","Claude Cowork (작업 자동화, Dispatch) 활용하기","false","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용 | 준이아빠블로그","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","클로드 코워크는 파일 정리, 문서 작성 같은 사무 작업을 AI에게 맡기는 앤트로픽의 데스크톱 기능입니다. 클로드 코드와의 차이, 대표 활용 시나리오, 시작 방법을 정리했습니다.","클로드 코워크는 파일 정리, 문서 작성 같은 사무 작업을 AI에게 맡기는 앤트로픽의 데스크톱 기능입니다. 클로드 코드와의 차이, 대표 활용 시나리오, 시작 방법을 정리했습니다.","클로드 코워크는 파일 정리, 문서 작성 같은 사무 작업을 AI에게 맡기는 앤트로픽의 데스크톱 기능입니다. 클로드 코드와의 차이, 대표 활용 시나리오, 시작 방법을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/claude-cowork-overview.png","Article: 클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용 / DefinedTerm: Claude Cowork (작업 자동화, Dispatch) 활용하기","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용 | 준이아빠블로그","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용 | 준이아빠블로그","","true","false","P2","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용 | 준이아빠블로그","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","클로드 코워크(Claude Cowork) 정리: 기능, 클로드 코드와 차이, 활용","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/claude-document-workflow","200","content/classes/claude-document-workflow.md","문서, 자료 정리 워크플로 (PDF, 이미지, 표) 익히기","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","","PDF, 이미지, Excel, Word 같은 문서 자료를 Claude에 통째로 던져 분석, 요약, 변환, 정리하는 표준 흐름입니다. 매주 반복되는 자료 정리 업무를 일관된 품질로 만드는 데 쓰입니다.","클로드 문서 워크플로는 PDF, 이미지, 엑셀, 워드 자료를 Claude에 통째로 맡겨 분석, 요약, 변환하는 작업 방식입니다. 자료 유형별 처리 방법을 정리했습니다.","","문서, 자료 정리 워크플로 (PDF, 이미지, 표) 익히기","false","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로 | 준이아빠블로그","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","클로드 문서 워크플로는 PDF, 이미지, 엑셀, 워드 자료를 Claude에 통째로 맡겨 분석, 요약, 변환하는 작업 방식입니다. 자료 유형별 처리 방법을 정리했습니다.","클로드 문서 워크플로는 PDF, 이미지, 엑셀, 워드 자료를 Claude에 통째로 맡겨 분석, 요약, 변환하는 작업 방식입니다. 자료 유형별 처리 방법을 정리했습니다.","클로드 문서 워크플로는 PDF, 이미지, 엑셀, 워드 자료를 Claude에 통째로 맡겨 분석, 요약, 변환하는 작업 방식입니다. 자료 유형별 처리 방법을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/claude-document-workflow.png","Article: 클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로 / DefinedTerm: 문서, 자료 정리 워크플로 (PDF, 이미지, 표) 익히기","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로 | 준이아빠블로그","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로 | 준이아빠블로그","","true","false","P2","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로 | 준이아빠블로그","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","클로드로 PDF, 엑셀, 이미지 정리하는 방법: 문서 워크플로","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/claude-for-educators","200","content/classes/claude-for-educators.md","교육 종사자를 위한 Claude 활용하기","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","","교사, 강사, 교육 기획자가 수업 자료 제작, 학생 평가, 커리큘럼 설계, 학습 도우미 운영에 Claude의 핵심 도구를 묶어 쓰는 방법을 정리한 가이드입니다.","교육 종사자를 위한 클로드 활용은 수업 자료 제작, 학생 평가, 커리큘럼 설계에 Claude를 쓰는 방법입니다. 교사와 강사가 바로 적용할 수 있는 사례를 정리했습니다.","","교육 종사자를 위한 Claude 활용하기","false","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가 | 준이아빠블로그","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","교육 종사자를 위한 클로드 활용은 수업 자료 제작, 학생 평가, 커리큘럼 설계에 Claude를 쓰는 방법입니다. 교사와 강사가 바로 적용할 수 있는 사례를 정리했습니다.","교육 종사자를 위한 클로드 활용은 수업 자료 제작, 학생 평가, 커리큘럼 설계에 Claude를 쓰는 방법입니다. 교사와 강사가 바로 적용할 수 있는 사례를 정리했습니다.","교육 종사자를 위한 클로드 활용은 수업 자료 제작, 학생 평가, 커리큘럼 설계에 Claude를 쓰는 방법입니다. 교사와 강사가 바로 적용할 수 있는 사례를 정리했습니다.","","https://www.digitalmarketer.co.kr/og/claude-for-educators.png","Article: 교사, 강사를 위한 클로드 활용법: 수업 자료와 평가 / DefinedTerm: 교육 종사자를 위한 Claude 활용하기","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가 | 준이아빠블로그","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가 | 준이아빠블로그","","true","false","P2","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가 | 준이아빠블로그","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","교사, 강사를 위한 클로드 활용법: 수업 자료와 평가","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/claude-for-marketers","200","content/classes/claude-for-marketers.md","마케터를 위한 Claude 활용하기","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","","마케터가 자기 자리에서 Claude의 핵심 도구(Projects, Skills, Cowork, Artifacts)를 묶어 매주 반복 업무를 자동화하고 보고서, 콘텐츠, 캠페인 자료를 일관된 품질로 만드는 방법을 정리한 가이드입니다.","마케터를 위한 클로드 활용은 Projects, Skills, Cowork, Artifacts를 마케팅 실무에 쓰는 방법입니다. 업무별 적용 사례와 시작 순서를 정리했습니다.","","마케터를 위한 Claude 활용하기","false","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용 | 준이아빠블로그","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","마케터를 위한 클로드 활용은 Projects, Skills, Cowork, Artifacts를 마케팅 실무에 쓰는 방법입니다. 업무별 적용 사례와 시작 순서를 정리했습니다.","마케터를 위한 클로드 활용은 Projects, Skills, Cowork, Artifacts를 마케팅 실무에 쓰는 방법입니다. 업무별 적용 사례와 시작 순서를 정리했습니다.","마케터를 위한 클로드 활용은 Projects, Skills, Cowork, Artifacts를 마케팅 실무에 쓰는 방법입니다. 업무별 적용 사례와 시작 순서를 정리했습니다.","","https://www.digitalmarketer.co.kr/og/claude-for-marketers.png","Article: 마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용 / DefinedTerm: 마케터를 위한 Claude 활용하기","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용 | 준이아빠블로그","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용 | 준이아빠블로그","","true","false","P2","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용 | 준이아빠블로그","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","마케터 클로드 활용법: Projects, Skills, Cowork 실무 적용","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/claude-plans-comparison","200","content/classes/claude-plans-comparison.md","클로드 플랜 비교 (Free, Pro, Max) 고르기","클로드 플랜 비교 2026: Free, Pro, Max 차이","","클로드를 무료로 쓸지 유료로 올릴지, 올린다면 어디까지 올릴지를 정하는 기준입니다. 플랜마다 쓸 수 있는 양과 열리는 도구가 다르고, Claude Code와 Cowork 같은 도구는 Pro부터 열립니다.","Claude Code와 Cowork, Design은 Pro 플랜부터 열립니다. 2026년 7월 기준 Free, Pro, Max, Team의 가격과 포함 기능을 표로 비교하고 직무별로 어디까지 올리면 되는지 정리했습니다.","","클로드 플랜 비교 (Free, Pro, Max) 고르기","false","클로드 플랜 비교 2026: Free, Pro, Max 차이 | 준이아빠블로그","클로드 플랜 비교 2026: Free, Pro, Max 차이","클로드 플랜 비교 2026: Free, Pro, Max 차이","Claude Code와 Cowork, Design은 Pro 플랜부터 열립니다. 2026년 7월 기준 Free, Pro, Max, Team의 가격과 포함 기능을 표로 비교하고 직무별로 어디까지 올리면 되는지 정리했습니다.","Claude Code와 Cowork, Design은 Pro 플랜부터 열립니다. 2026년 7월 기준 Free, Pro, Max, Team의 가격과 포함 기능을 표로 비교하고 직무별로 어디까지 올리면 되는지 정리했습니다.","Claude Code와 Cowork, Design은 Pro 플랜부터 열립니다. 2026년 7월 기준 Free, Pro, Max, Team의 가격과 포함 기능을 표로 비교하고 직무별로 어디까지 올리면 되는지 정리했습니다.","","https://www.digitalmarketer.co.kr/og/claude-plans-comparison.png","Article: 클로드 플랜 비교 2026: Free, Pro, Max 차이 / DefinedTerm: 클로드 플랜 비교 (Free, Pro, Max) 고르기","클로드 플랜 비교 2026: Free, Pro, Max 차이 | 준이아빠블로그","클로드 플랜 비교 2026: Free, Pro, Max 차이 | 준이아빠블로그","","true","false","P2","클로드 플랜 비교 2026: Free, Pro, Max 차이","클로드 플랜 비교 2026: Free, Pro, Max 차이 | 준이아빠블로그","클로드 플랜 비교 2026: Free, Pro, Max 차이","클로드 플랜 비교 2026: Free, Pro, Max 차이","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
"/class/claude-in-practice/what-are-artifacts","200","content/classes/what-are-artifacts.md","Artifacts (실시간 결과물 생성) 활용하기","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","","claude.ai 화면 한쪽에서 코드, 문서, HTML, SVG, 표 같은 결과물을 별도 패널로 띄워 보여주는 기능입니다. 대화 중에 만든 결과물을 즉시 보고, 수정, 반복하며 다듬을 수 있습니다.","아티팩트(Artifacts)는 claude.ai 화면 한쪽 패널에 코드, 문서, HTML 같은 결과물을 띄워 주는 기능입니다. 여는 방법과 활용 예시를 정리했습니다.","","Artifacts (실시간 결과물 생성) 활용하기","false","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시 | 준이아빠블로그","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","아티팩트(Artifacts)는 claude.ai 화면 한쪽 패널에 코드, 문서, HTML 같은 결과물을 띄워 주는 기능입니다. 여는 방법과 활용 예시를 정리했습니다.","아티팩트(Artifacts)는 claude.ai 화면 한쪽 패널에 코드, 문서, HTML 같은 결과물을 띄워 주는 기능입니다. 여는 방법과 활용 예시를 정리했습니다.","아티팩트(Artifacts)는 claude.ai 화면 한쪽 패널에 코드, 문서, HTML 같은 결과물을 띄워 주는 기능입니다. 여는 방법과 활용 예시를 정리했습니다.","","https://www.digitalmarketer.co.kr/og/what-are-artifacts.png","Article: 클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시 / DefinedTerm: Artifacts (실시간 결과물 생성) 활용하기","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시 | 준이아빠블로그","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시 | 준이아빠블로그","","true","false","P2","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시 | 준이아빠블로그","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","클로드 아티팩트(Artifacts) 뜻과 사용법, 활용 예시","P2: 상세 H1을 metaTitle 기준으로 바꾸어 현재 Article.headline·검색·공유와 정렬. 커리큘럼·이전/다음·목록에는 짧은 term을 유지하고 카드 설명으로 연결. term 자체를 SEO 문장으로 덮어쓰지는 않음."
